Handle,Title,Body (HTML),Vendor,Product Category,Type,Tags,Published,Option1 Name,Option1 Value,Option1 Linked To,Option2 Name,Option2 Value,Option2 Linked To,Option3 Name,Option3 Value,Option3 Linked To,Variant SKU,Variant Grams,Variant Inventory Tracker,Variant Inventory Qty,Variant Inventory Policy,Variant Fulfillment Service,Variant Price,Variant Compare At Price,Variant Requires Shipping,Variant Taxable,Unit Price Total Measure,Unit Price Total Measure Unit,Unit Price Base Measure,Unit Price Base Measure Unit,Variant Barcode,Image Src,Image Position,Image Alt Text,Gift Card,SEO Title,SEO Description,Allergen information (product.metafields.shopify.allergen-information),Color (product.metafields.shopify.color-pattern),Dietary preferences (product.metafields.shopify.dietary-preferences),Food product form (product.metafields.shopify.food-product-form),Nut processing method (product.metafields.shopify.nut-processing-method),Nut/Seed type (product.metafields.shopify.nut-seed-type),Occasion (product.metafields.shopify.occasion),Variant Image,Variant Weight Unit,Variant Tax Code,Cost per item,Status
scentt-vent-blue-luxury-perfume-20ml-long-lasting-perfume-spray-for-men-women-premium-fragrance,Scentt Vent Blue Luxury Perfume 20ML | Long Lasting Perfume Spray for Men & Women | Premium Fragrance,"<p data-start=""1311"" data-end=""1551"">Experience a refined fragrance with Scentt Vent Blue Luxury Perfume, crafted for those who appreciate elegance in everyday moments. Designed in a compact 20ML bottle, this perfume offers convenience without compromising on style or quality.</p>
<p data-start=""1553"" data-end=""1798"">The fragrance delivers a fresh and modern scent profile that suits both daily wear and special occasions. Whether you are heading to work, a casual outing, or an evening event, a few sprays are enough to keep you feeling confident and refreshed.</p>
<p data-start=""1800"" data-end=""2111"">Made with a blend of perfume, essential oils, and purified water, it provides a balanced fragrance experience that is smooth and pleasant. The premium glass bottle paired with a sleek gold cap adds a touch of sophistication, making it a great addition to your personal collection or a thoughtful gifting option.</p>
<p data-start=""2113"" data-end=""2254"">Scentt Vent Blue is perfect for those who prefer a compact, stylish, and easy-to-carry perfume that complements their lifestyle effortlessly.</p>
<p data-start=""2113"" data-end=""2254""> </p>",Bhavnagris,Health & Beauty > Personal Care > Cosmetics > Perfumes & Colognes > Eaux de Parfum,"",organic,true,Title,Default Title,,,,,,,,,350.0,shopify,55,deny,manual,249.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0979/4112/7479/files/best_creative_background_202604040212_1.jpg?v=1775307378,1,"",false,,,,blue,,,,,everyday; special-occasion,,g,,,active
scentt-vent-blue-luxury-perfume-20ml-long-lasting-perfume-spray-for-men-women-premium-fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/best_creative_background_202604040212.jpg?v=1775307378,2,"",,,,,,,,,,,,,,,
scentt-vent-blue-luxury-perfume-20ml-long-lasting-perfume-spray-for-men-women-premium-fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604040212_1.jpg?v=1775307378,3,"",,,,,,,,,,,,,,,
scentt-vent-blue-luxury-perfume-20ml-long-lasting-perfume-spray-for-men-women-premium-fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604040212.jpg?v=1775307378,4,"",,,,,,,,,,,,,,,
scentt-vent-blue-luxury-perfume-20ml-long-lasting-perfume-spray-for-men-women-premium-fragrance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604040213.jpg?v=1775307378,5,"",,,,,,,,,,,,,,,
granth-incense-shivaalaya-agarbatti-sticks-divine-fragrance-incense-for-puja-mandir-meditation-use,"Granth Incense Shivaalaya Agarbatti Sticks | Divine Fragrance Incense for Puja, Mandir & Meditation Use","<p data-start=""1274"" data-end=""1552"">Bring home a sense of calm and devotion with Granth Incense Shivaalaya Agarbatti, inspired by the spiritual essence of Lord Shiva. Designed for daily puja, meditation, and peaceful living, these incense sticks release a gentle divine fragrance that transforms your surroundings.</p>
<p data-start=""1554"" data-end=""1836"">Each stick burns evenly, offering a consistent aroma that helps create a serene and focused environment. Whether used during morning prayers, evening aarti, or quiet meditation moments, the fragrance enhances your spiritual experience and brings a feeling of balance and positivity.</p>
<p data-start=""1838"" data-end=""2077"">The premium packaging reflects the divine theme, making it suitable not only for personal use but also for gifting during religious occasions and festivals. Simple to use and thoughtfully crafted, it fits perfectly into your daily rituals.</p>
<p data-start=""2079"" data-end=""2207"">Granth Incense combines tradition with quality, offering a fragrance that connects you with devotion, calmness, and inner peace.</p>",Bhavnagris,Religious & Ceremonial > Religious Items,"",organic,true,Title,Default Title,,,,,,,,,100.0,shopify,55,deny,manual,230.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0979/4112/7479/files/best_creative_beckground_202604040151_1.jpg?v=1775250324,1,"",false,,,,,,,,,,,g,,,active
granth-incense-shivaalaya-agarbatti-sticks-divine-fragrance-incense-for-puja-mandir-meditation-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/best_creative_beckground_202604040151.jpg?v=1775250324,2,"",,,,,,,,,,,,,,,
granth-incense-shivaalaya-agarbatti-sticks-divine-fragrance-incense-for-puja-mandir-meditation-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604040151_1.jpg?v=1775250324,3,"",,,,,,,,,,,,,,,
granth-incense-shivaalaya-agarbatti-sticks-divine-fragrance-incense-for-puja-mandir-meditation-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604040151_2.jpg?v=1775250324,4,"",,,,,,,,,,,,,,,
granth-incense-shivaalaya-agarbatti-sticks-divine-fragrance-incense-for-puja-mandir-meditation-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604040151.jpg?v=1775250324,5,"",,,,,,,,,,,,,,,
scentt-vent-kesar-chandan-kapoor-room-spray-luxury-room-fragrance-spray-for-home-office-puja-use,"Scentt Vent Kesar Chandan Kapoor Room Spray | Luxury Room Fragrance Spray for Home, Office & Puja Use","<p data-start=""1276"" data-end=""1562"">Transform your space with the soothing aroma of Scentt Vent Kesar Chandan Kapoor Room Fragrance Spray. Inspired by traditional Indian scents, this luxurious blend combines the richness of kesar, the warmth of chandan, and the purity of kapoor to create a calm and refreshing atmosphere.</p>
<p data-start=""1564"" data-end=""1821"">Perfect for everyday use, this room spray instantly uplifts your surroundings—whether at home, in your office, or in your mandir. A few sprays are enough to refresh the space and create a peaceful, inviting environment for relaxation, prayer, or meditation.</p>
<p data-start=""1823"" data-end=""2091"">The convenient spray bottle design allows for easy use anytime you want to eliminate unwanted odors or simply enhance the mood of your room. The premium packaging reflects elegance and makes it a great gifting option for festivals, housewarmings, or special occasions.</p>
<p data-start=""2093"" data-end=""2256"">Scentt Vent brings together traditional fragrance inspiration with modern convenience, offering a refined scent experience that feels both familiar and refreshing.</p>
<p data-start=""2093"" data-end=""2256""><meta charset=""utf-8"">room spray, room freshener spray, kesar chandan kapoor fragrance, luxury room fragrance, air freshener spray India, home fragrance spray, room perfume India, kapoor room freshener, chandan room spray, kesar fragrance spray, buy room freshener online India, long lasting room spray, premium air freshener India, mandir fragrance spray, pooja room freshener, room spray for home India, fragrance spray for office, best room freshener India, natural fragrance spray India, sugandhit room spray, ghar ke liye room freshener, kapoor spray for room, chandan kapoor room spray, luxury home fragrance India</p>",Bhavnagris,Home & Garden > Decor > Home Fragrances,"",organic,true,Title,Default Title,,,,,,,,,100.0,shopify,45,deny,manual,349.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0979/4112/7479/files/bast_use_case_202604030113.jpg?v=1775246571,1,"",false,,,,white,,,,,,,g,,,active
scentt-vent-kesar-chandan-kapoor-room-spray-luxury-room-fragrance-spray-for-home-office-puja-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030110_1.jpg?v=1775246571,2,"",,,,,,,,,,,,,,,
scentt-vent-kesar-chandan-kapoor-room-spray-luxury-room-fragrance-spray-for-home-office-puja-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030110.jpg?v=1775246571,3,"",,,,,,,,,,,,,,,
granth-incense-navratri-agarbatti-sticks-100g-divine-fragrance-incense-for-puja-mandir-home-use,"Granth Incense Navratri Agarbatti Sticks (100g) | Divine Fragrance Incense for Puja, Mandir & Home Use","<p data-start=""1119"" data-end=""1416"">Celebrate the spirit of devotion with Granth Incense Navratri Agarbatti, specially designed to enhance your festive and daily rituals. Infused with a divine fragrance, these incense sticks create a calming and uplifting environment that complements your prayers, meditation, and spiritual moments.</p>
<p data-start=""1418"" data-end=""1726"">Perfect for Navratri celebrations, daily puja, and temple use, each stick burns evenly to release a consistent aroma that fills your surroundings with peace and positivity. Whether you are performing aarti or simply seeking a tranquil atmosphere at home, this fragrance helps you feel connected and centered.</p>
<p data-start=""1728"" data-end=""1959"">The vibrant and festive packaging reflects traditional Indian culture, making it a great choice for gifting during Navratri and other auspicious occasions. Crafted to suit everyday use, it blends convenience with a spiritual touch.</p>
<p data-start=""1961"" data-end=""2119"">Granth Incense brings together tradition and quality, offering a fragrance that supports your rituals and enhances your living space with warmth and devotion.</p>
<p data-start=""2960"" data-end=""3007"">Navratri Special Agarbatti – Divine Fragrance</p>
<p data-start=""3009"" data-end=""3163"">Navratri aur daily puja ke liye perfect agarbatti. Iski fragrance soothing aur long lasting hai jo ghar mein shanti aur positive environment banati hai.</p>
<p data-start=""3165"" data-end=""3293"">Mandir, ghar ya meditation ke liye best choice. Attractive festive packing ke saath aata hai, gifting ke liye bhi perfect hai.</p>
<p data-start=""3295"" data-end=""3351"">Roz use karo aur apne ghar ko banaao aur bhi peaceful.</p>
<p data-start=""3394"" data-end=""3472"">Embrace the vibrant spirit of Navratri with Granth Incense Navratri Agarbatti.</p>
<p data-start=""3474"" data-end=""3731"">Inspired by festive devotion and cultural richness, this incense is crafted to elevate your rituals with a refined divine fragrance. As each stick gently burns, it releases a calming aroma that fills your space with warmth, positivity, and spiritual energy.</p>
<p data-start=""3733"" data-end=""3915"">The thoughtfully designed packaging reflects celebration and tradition, making it a meaningful addition to your puja essentials or a graceful gifting choice during festive occasions.</p>
<p data-start=""3917"" data-end=""4050"">Whether used in quiet moments of prayer or during lively celebrations, it creates an atmosphere that feels both sacred and uplifting.</p>
<p data-start=""4052"" data-end=""4100"">A fragrance that celebrates devotion, every day.</p>",Bhavnagris,Home & Garden > Decor > Home Fragrances > Incense,"","guggal, organic",true,Title,Default Title,,,,,,,,,100.0,shopify,48,deny,manual,230.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0979/4112/7479/files/another_background_2K_202604030229.jpg?v=1775245250,1,"",false,,,,brown,,,,,,,g,,,active
granth-incense-navratri-agarbatti-sticks-100g-divine-fragrance-incense-for-puja-mandir-home-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030226.jpg?v=1775245250,2,"",,,,,,,,,,,,,,,
granth-incense-navratri-agarbatti-sticks-100g-divine-fragrance-incense-for-puja-mandir-home-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/make_best_background_202604030132.jpg?v=1775245250,3,"",,,,,,,,,,,,,,,
granth-incense-navratri-agarbatti-sticks-100g-divine-fragrance-incense-for-puja-mandir-home-use,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Product_image_for_202604030124.jpg?v=1775245250,4,"",,,,,,,,,,,,,,,
granth-incense-durgaa-pooja-agarbatti-divine-fragrance-premium-puja-incense-sticks-for-home-temple,Granth Incense Durgaa Pooja Agarbatti (Divine Fragrance) | Premium Puja Incense Sticks for Home & Temple,"<p data-start=""1095"" data-end=""1368"">Immerse your space in devotion with Granth Incense Durgaa Pooja Agarbatti, crafted to elevate your daily spiritual rituals. Inspired by traditional Indian incense culture, these agarbatti sticks release a soothing divine fragrance that creates a calm and sacred atmosphere.</p>
<p data-start=""1370"" data-end=""1636"">Whether used during morning prayers, evening aarti, or meditation, the gentle aroma helps you focus, relax, and connect with a deeper sense of peace. Each stick burns evenly, offering a consistent fragrance that fills your home, temple, or workspace with positivity.</p>
<p data-start=""1638"" data-end=""1855"">The beautifully designed packaging, featuring Goddess Durga, reflects strength, purity, and devotion—making it a perfect addition to your puja essentials or a thoughtful gift during festivals like Navratri and Diwali.</p>
<p data-start=""1857"" data-end=""2050"">Granth Incense combines tradition with quality to deliver a fragrance experience that feels both authentic and uplifting. Bring home a sense of serenity and devotion with every stick you light.</p>",Bhavnagris,Religious & Ceremonial > Religious Items,"",organic,true,Title,Default Title,,,,,,,,,100.0,shopify,55,deny,manual,230.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0979/4112/7479/files/change_background_2K_202604030106.jpg?v=1775163748,1,"",false,,,,brown,,,,,,,g,,,active
granth-incense-durgaa-pooja-agarbatti-divine-fragrance-premium-puja-incense-sticks-for-home-temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030102.jpg?v=1775163749,2,"",,,,,,,,,,,,,,,
granth-incense-durgaa-pooja-agarbatti-divine-fragrance-premium-puja-incense-sticks-for-home-temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030104.jpg?v=1775163748,3,"",,,,,,,,,,,,,,,
granth-incense-durgaa-pooja-agarbatti-divine-fragrance-premium-puja-incense-sticks-for-home-temple,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/make_canva_type_202604030107.jpg?v=1775163750,4,"",,,,,,,,,,,,,,,
granth-incense-babbaji-agarbatti-sticks-divine-fragrance-incense-long-lasting-puja-agarbatti-premium-dhoop-sticks,Granth Incense Babbaji Agarbatti Sticks | Divine Fragrance Incense | Long Lasting Puja Agarbatti | Premium Dhoop Sticks,"<p data-start=""1100"" data-end=""1412"">Experience the essence of devotion with Granth Incense Babbaji Agarbatti, crafted to bring peace, positivity, and spiritual calm into your space. Designed for everyday puja, meditation, and mindful living, these incense sticks release a gentle yet long-lasting divine fragrance that transforms your surroundings.</p>
<p data-start=""1414"" data-end=""1714"">Each stick burns evenly, filling your home, temple, or workspace with a soothing aroma that helps create a focused and serene environment. Whether you are starting your day with prayer or winding down with meditation, this fragrance enhances the overall experience with a sense of purity and balance.</p>
<p data-start=""1716"" data-end=""2027"">The premium packaging reflects the spiritual essence of the product, making it a thoughtful choice for gifting during festivals, religious ceremonies, or personal use. Inspired by traditional Indian incense culture, Granth Incense ensures a consistent and pleasant fragrance that aligns with your daily rituals.</p>
<p data-start=""2029"" data-end=""2111"">Bring home a fragrance that connects you with calmness, devotion, and inner peace.</p>
<p data-start=""3449"" data-end=""3548"">Infuse your space with a sense of calm and quiet devotion through Granth Incense Babbaji Agarbatti.</p>
<p data-start=""3550"" data-end=""3856"">Carefully designed for those who value daily rituals and mindful moments, this incense offers a refined divine fragrance that lingers gently, creating an atmosphere of peace and clarity. Each stick burns with consistency, releasing a balanced aroma that complements prayer, meditation, and everyday living.</p>
<p data-start=""3858"" data-end=""4097"">Encased in elegantly designed packaging, it reflects a blend of tradition and understated sophistication. Whether placed in your home temple or shared as a thoughtful gift, it becomes a subtle yet meaningful part of your spiritual routine.</p>
<p data-start=""4099"" data-end=""4187"">A fragrance that does not overpower, but quietly transforms your space into a sanctuary.</p>",Bhavnagris,Home & Garden > Decor > Home Fragrances > Incense,"","",true,Title,Default Title,,,,,,,,,100.0,shopify,55,deny,manual,230.00,,true,true,,,,,"",https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Amazon_Flipkart_Meesho_202604030030.jpg?v=1775163262,1,"",false,,,,brown; gold,,,,,,,g,,,active
granth-incense-babbaji-agarbatti-sticks-divine-fragrance-incense-long-lasting-puja-agarbatti-premium-dhoop-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030035_1.jpg?v=1775163262,2,"",,,,,,,,,,,,,,,
granth-incense-babbaji-agarbatti-sticks-divine-fragrance-incense-long-lasting-puja-agarbatti-premium-dhoop-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030035_2.jpg?v=1775163262,3,"",,,,,,,,,,,,,,,
granth-incense-babbaji-agarbatti-sticks-divine-fragrance-incense-long-lasting-puja-agarbatti-premium-dhoop-sticks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://cdn.shopify.com/s/files/1/0979/4112/7479/files/Generate_a_high-quality_202604030035.jpg?v=1775163262,4,"",,,,,,,,,,,,,,,
